Your account is ready to rock & roll,su cuenta está lista para el rock and roll
"Hey, %name","Hola, %name"
"Your Shisha-World account is all set. You can sign in at checkout or on your <a href=""%customer_url"">My Account</a> with the following info:","Tu cuenta de Shisha-World está lista. Puedes iniciar sesión en la página de pago o en <a href=""%customer_url"">Mi cuenta</a> con la siguiente información:"
"Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","¿Olvidó la contraseña de su cuenta? Haga clic <a href=""%reset_url""> aquí</a> para restablecerla."
Make sure to sign in every time you buy to earn points & get your perks:,Asegúrate de iniciar sesión cada vez que compres para ganar puntos y obtener tus ventajas:
Check out faster,Compras más rápidas
Check your order status anytime,Comprobar el estado de tu pedido en cualquier momento
Store multiple shipping addresses,Guardar múltiples direcciones
View Past Orders,revisar historial de tus pedidos
Newsletter subscription success,Éxito de la suscripción al newsletter
You have been successfully subscribed to our newsletter.,Se ha suscrito correctamente a nuestro newsletter.
Let’s get your password reset,Vamos a restablecer tu contraseña
"Hi, %name","Hola, %name"
We just got a request to change the password for your Shisha-World account.,Acabamos de recibir una solicitud para cambiar la contraseña de tu cuenta de Shisha-World.
"If you’re locked out of your virtual hookah lounge, click here to reset your password:","Si no puedes entrar en tu lounge virtual, haz clic aquí para restablecer tu contraseña:"
Set a New Password,ESTABLECER UNA NUEVA CONTRASEÑA
"If you didn’t make this request (or remembered your password in the last 30 seconds), just ignore this email and your password will stay the same.","Si no has hecho esta solicitud (o has recordado tu contraseña en los últimos 30 segundos), simplemente ignora este correo electrónico y su contraseña seguirá siendo la misma."
Happy smoking!,¡Feliz fumada!
Your %store_name order confirmation,Confirmación de su pedido en %store_name
Thanks for trusting %store_name,Gracias por confiar en %store_name
to help you get the best smoking experience. :),para ayudarte a conseguir la mejor experiencia de fumar :)
"We’re getting your order put together right now, and will email the tracking number when it ships.","Estamos preparando tu pedido ahora mismo, y te enviaremos por email el número de seguimiento cuando se envíe."
"Plus, you can always check in on your order by <a href=""%account_url"">logging into your account</a>.","Además, siempre puedes comprobar el estado de tu pedido <a href=""%account_url"">entrando en tu cuenta</a>."
"And if you ever have any questions, just call or email the S-W experts at <a href=""mailto:%store_email"">%store_email</a>","Y si alguna vez tienes alguna pregunta, sólo tienes que llamar o enviar un correo electrónico a los expertos de S-W a <a href=""mailto:%store_email"">%store_email</a>"
"Your Order <span class=""no-link"">#%increment_id</span>","Su pedido <span class=""no-link""> #%increment_id</span>"
"Placed on <span class=""no-link"">%created_at</span>","Creada el <span class=""no-link"">%created_at</span>"
Billing Info,Información de facturación
Shipping Info,Datos de envío
Payment Method,Método de pago
Shipping Method,Método de envío
Items,Artículos
Qty,Cantidad
Price,Precio
Subtotal,Subtotal
Tax,Impuestos
Grand Total,Total general
Invoice for your %store_name order,Factura para el pedido en %store_name
